Open,High,Low,Volume
4096.47021484375,4164.85986328125,4080.18994140625,3476470000
4147.1201171875,4160.14013671875,4107.2001953125,3090180000
4101.64990234375,4119.10009765625,4017.169921875,3192330000
3974.389892578125,3974.389892578125,3900.159912109375,3936120000
3838.14990234375,3838.14990234375,3734.300048828125,4572820000
3763.52001953125,3778.179931640625,3705.679931640625,4126400000
3764.050048828125,3837.56005859375,3722.300048828125,4474610000
3728.179931640625,3728.179931640625,3639.770019531255,4511200000
3665.89990234375,3707.7099609375,3636.8701171875,6954110000
3715.31005859375,3779.64990234375,3715.31005859375,4124600000
3733.889892578125,3801.7900390625,3717.68994140625,4342270000
3774.7099609375,3802.580078125,3743.52001953125,4078100000
3821.75,3913.64990234375,3821.75,6742870000
3920.760009765625,3927.719970703125,3889.659912109375,3385120000
3913.0,3945.860107421875,3820.139892578125,3590980000
3825.090087890625,3836.5,3799.02001953125,3458850000
3785.989990234375,3818.989990234375,3738.669921875,4032260000
3781.0,3829.820068359375,3752.10009765625,3268240000
3792.610107421875,3832.18994140625,3742.06005859375,4427900000
3831.97998046875,3870.909912109375,3809.3701171875,3613120000
3858.85009765625,3910.6298828125,3858.85009765625,3337710000
3888.260009765625,3918.5,3869.340087890625,2844620000
3880.93994140625,3880.93994140625,3847.219970703125,3023830000
3851.949951171875,3873.409912109375,3802.360107421875,3138460000
3779.669921875,3829.43994140625,3759.070068359375,3166580000
3763.989990234375,3796.409912109375,3721.56005859375,3447500000
3818.0,3863.6201171875,3817.179931640625,3537130000
3883.7900390625,3902.43994140625,3818.6298828125,3414470000
3860.72998046875,3939.81005859375,3860.72998046875,3160350000
3935.320068359375,3974.1298828125,3922.030029296875,3452150000
3955.469970703125,3999.2900390625,3927.639892578125,3586030000
3998.429931640625,4012.43994140625,3938.860107421875,3246220000
3965.719970703125,3975.300048828125,3943.4599609375,2988650000
3953.219970703125,3953.219970703125,3910.739990234375,3083420000
3951.429931640625,4039.56005859375,3951.429931640625,3584170000
4026.1298828125,4078.949951171875,3992.969970703125,3882850000
4087.330078125,4140.14990234375,4079.219970703125,3817740000
4112.3798828125,4144.9501953125,4096.02001953125,3540960000
4104.2099609375,4140.47021484375,4079.81005859375,3880790000
4107.9599609375,4167.66015625,4107.9599609375,3544410000
4154.85009765625,4161.2900390625,4135.419921875,3565810000
4115.8701171875,4151.580078125,4107.31005859375,3540260000
4155.93017578125,4186.6201171875,4128.97021484375,3604650000
4133.10986328125,4137.2998046875,4112.08984375,3337150000
4181.02001953125,4211.02978515625,4177.259765625,3998590000
4227.39990234375,4257.91015625,4201.41015625,3925060000
4225.02001953125,4280.47021484375,4219.77978515625,3252290000
4269.3701171875,4301.7900390625,4256.89990234375,3087740000
4290.4599609375,4325.27978515625,4277.77001953125,3792010000
4280.39990234375,4302.18017578125,4253.080078125,3293430000
4273.1298828125,4292.52978515625,4261.97998046875,2871990000
4266.31005859375,4266.31005859375,4218.7001953125,3210680000
4195.080078125,4195.080078125,4129.85986328125,3365220000
4133.08984375,4159.77001953125,4124.02978515625,3117800000
4126.5498046875,4156.56005859375,4119.97021484375,3056910000
4153.259765625,4200.5400390625,4147.58984375,2976050000
4198.740234375,4203.0400390625,4057.659912109375,3175260000
4034.580078125,4062.989990234375,4017.419921875,2963020000
4041.25,4044.97998046875,3965.2099609375,3190580000
4000.669921875,4015.3701171875,3954.530029296875,3797860000
3936.72998046875,3970.22998046875,3903.64990234375,3754570000
3994.659912109375,4018.429931640625,3906.2099609375,4134920000
3930.889892578125,3942.550048828125,3886.75,2209800080
3909.429931640625,3987.889892578125,3906.030029296875,0
3959.93994140625,4010.5,3944.81005859375,0
4022.93994140625,4076.81005859375,4022.93994140625,0
4083.669921875,4119.27978515625,4083.669921875,1602969000
